"","Method","Taxa","Factors","R2","Estimate","Std.Error","P.unadj","Significance"
"201","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","(Intercept)",NA,0.154440455574016,0.0119699911243334,1.89077495260253e-11,"***"
"202","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","seasonSeptember",NA,-0.0929136426479411,0.0138217551956626,1.18901411044118e-06,"***"
"203","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia","siteEsteroZacatecas",NA,-0.0317394304661787,0.0138217551956626,0.0320469913544389,"*"
"204","lm formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","Model","R2: 0.640558096090884; adjusted R2: 0.606325533813825",NA,NA,NA,NA
"205","lm formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","season",NA,NA,NA,9.69182043958395e-06,"***"
"206","lm formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","site",NA,NA,NA,0.0590842205088588,"ns"
"207","lm formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","Residuals",NA,NA,NA,NA,NA
"208","lm formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","(Intercept)",NA,0.0997659957692489,0.0121301490184761,5.26787637785424e-08,"***"
"209","lm formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","seasonSeptember",NA,-0.0809976086115907,0.0140066896022549,9.69182043958395e-06,"***"
"210","lm formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia","siteEsteroZacatecas",NA,0.027955043833279,0.0140066896022549,0.0590842205088588,"ns"
"211","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","Model","R2: 0.716539582612756; adjusted R2: 0.689543352385399",NA,NA,NA,NA
"212","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","season",NA,NA,NA,5.79133235556288e-06,"***"
"213","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","site",NA,NA,NA,0.000487414474756548,"***"
"214","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","Residuals",NA,NA,NA,NA,NA
"215","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","(Intercept)",NA,0.132789521276163,0.00956004121213663,4.69283326318856e-12,"***"
"216","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","seasonSeptember",NA,-0.0663332220454571,0.011038984734582,5.7913323555629e-06,"***"
"217","lm formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria","siteEsteroZacatecas",NA,-0.0454832660588434,0.011038984734582,0.00048741447475655,"***"
"218","lm formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","Model","R2: 0.510621467228843; adjusted R2: 0.464013987917304",NA,NA,NA,NA
"219","lm formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","season",NA,NA,NA,0.000211669182203029,"***"
"220","lm formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","site",NA,NA,NA,0.178388880809151,"ns"
"221","lm formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","Residuals",NA,NA,NA,NA,NA
"222","lm formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","(Intercept)",NA,0.108386705883911,0.0111087645077158,2.97611288207208e-09,"***"
"223","lm formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","seasonSeptember",NA,-0.0573266143977489,0.0128272963577878,0.000211669182203029,"***"
"224","lm formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia","siteEsteroZacatecas",NA,-0.0178599652780545,0.0128272963577878,0.178388880809151,"ns"
"225","lm formula for season+site","k__Bacteria|p__Campylobacterota|c__Campylobacteria","Model","R2: 0.507586854805311; adjusted R2: 0.460690364786769",NA,NA,NA,NA
"226","lm formula for season+site","k__Bacteria|p__Campylobacterota|c__Campylobacteria","season",NA,NA,NA,0.00216693691788094,"**"
"227","lm formula for season+site","k__Bacteria|p__Campylobacterota|c__Campylobacteria","site",NA,NA,NA,0.00576743515287075,"**"
"228","lm formula for season+site","k__Bacteria|p__Campylobacterota|c__Campylobacteria","Residuals",NA,NA,NA,NA,NA
"229","lm formula for season+site","k__Bacteria|p__Campylobacterota|c__Campylobacteria","(Intercept)",NA,0.0959511946369226,0.0160533399901673,6.22631735956846e-06,"***"
"230","lm formula for season+site","k__Bacteria|p__Campylobacterota|c__Campylobacteria","seasonSeptember",NA,-0.0647523042328847,0.0185368003294314,0.00216693691788094,"**"
"231","lm formula for season+site","k__Bacteria|p__Campylobacterota|c__Campylobacteria","siteEsteroZacatecas",NA,-0.0569681356151128,0.0185368003294314,0.00576743515287075,"**"
"232","lm formula for season+site","k__Bacteria|p__Deinococcota|c__Deinococci","Model","R2: 0.0297202291763078; adjusted R2: -0.0626873680449962",NA,NA,NA,NA
"233","lm formula for season+site","k__Bacteria|p__Deinococcota|c__Deinococci","season",NA,NA,NA,0.53911113900777,"ns"
"234","lm formula for season+site","k__Bacteria|p__Deinococcota|c__Deinococci","site",NA,NA,NA,0.619925302708986,"ns"
"235","lm formula for season+site","k__Bacteria|p__Deinococcota|c__Deinococci","Residuals",NA,NA,NA,NA,NA
"236","lm formula for season+site","k__Bacteria|p__Deinococcota|c__Deinococci","(Intercept)",NA,0.0459799669196573,0.00965652995288049,0.000105449281340502,"***"
"237","lm formula for season+site","k__Bacteria|p__Deinococcota|c__Deinococci","seasonSeptember",NA,0.00696194445423526,0.0111504003354665,0.539111139007771,"ns"
"238","lm formula for season+site","k__Bacteria|p__Deinococcota|c__Deinococci","siteEsteroZacatecas",NA,0.00561306867875947,0.0111504003354665,0.619925302708986,"ns"
"239","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Thermoleophilia","Model","R2: 0.334399005838106; adjusted R2: 0.271008434965545",NA,NA,NA,NA
"240","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Thermoleophilia","season",NA,NA,NA,0.00796761076727469,"**"
"241","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Thermoleophilia","site",NA,NA,NA,0.176682280429234,"ns"
"242","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Thermoleophilia","Residuals",NA,NA,NA,NA,NA
"243","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Thermoleophilia","(Intercept)",NA,0.00610108072475943,0.00946222812188772,0.526049794486806,"ns"
"244","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Thermoleophilia","seasonSeptember",NA,0.0320336258973274,0.010926039906611,0.00796761076727466,"**"
"245","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Thermoleophilia","siteEsteroZacatecas",NA,0.0152754754905348,0.010926039906611,0.176682280429234,"ns"
"246","lm formula for season+site","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia","Model","R2: 0.126683110866081; adjusted R2: 0.0435100738057075",NA,NA,NA,NA
"247","lm formula for season+site","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia","season",NA,NA,NA,0.108422249203615,"ns"
"248","lm formula for season+site","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia","site",NA,NA,NA,0.6329520802428,"ns"
"249","lm formula for season+site","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia","Residuals",NA,NA,NA,NA,NA
"250","lm formula for season+site","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia","(Intercept)",NA,0.030247169223982,0.00790243378413787,0.000980421210887036,"***"
"251","lm formula for season+site","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia","seasonSeptember",NA,0.0152999596749666,0.00912494454505039,0.108422249203615,"ns"
"252","lm formula for season+site","k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia","siteEsteroZacatecas",NA,-0.0044222640270331,0.00912494454505039,0.6329520802428,"ns"
"253","lm formula for season+site","k__Bacteria|p__Balneolota|c__Balneolia","Model","R2: 0.40304950866601; adjusted R2: 0.346197080919916",NA,NA,NA,NA
"254","lm formula for season+site","k__Bacteria|p__Balneolota|c__Balneolia","season",NA,NA,NA,0.377008096774746,"ns"
"255","lm formula for season+site","k__Bacteria|p__Balneolota|c__Balneolia","site",NA,NA,NA,0.00147532643127009,"**"
"256","lm formula for season+site","k__Bacteria|p__Balneolota|c__Balneolia","Residuals",NA,NA,NA,NA,NA
"257","lm formula for season+site","k__Bacteria|p__Balneolota|c__Balneolia","(Intercept)",NA,0.0515607458888427,0.00660431951505401,1.21512986259796e-07,"***"
"258","lm formula for season+site","k__Bacteria|p__Balneolota|c__Balneolia","seasonSeptember",NA,-0.00688275412259175,0.00762601129966146,0.377008096774746,"ns"
"259","lm formula for season+site","k__Bacteria|p__Balneolota|c__Balneolia","siteEsteroZacatecas",NA,-0.0278784950183239,0.00762601129966146,0.00147532643127009,"**"
"260","lm formula for season+site","k__Bacteria|p__Bacillota|c__Bacilli","Model","R2: 0.18914551384157; adjusted R2: 0.111921277064577",NA,NA,NA,NA
"261","lm formula for season+site","k__Bacteria|p__Bacillota|c__Bacilli","season",NA,NA,NA,0.25245475091521,"ns"
"262","lm formula for season+site","k__Bacteria|p__Bacillota|c__Bacilli","site",NA,NA,NA,0.0748378721096838,"ns"
"263","lm formula for season+site","k__Bacteria|p__Bacillota|c__Bacilli","Residuals",NA,NA,NA,NA,NA
"264","lm formula for season+site","k__Bacteria|p__Bacillota|c__Bacilli","(Intercept)",NA,-0.00691406229233957,0.0101766046378486,0.504300160065726,"ns"
"265","lm formula for season+site","k__Bacteria|p__Bacillota|c__Bacilli","seasonSeptember",NA,0.0138281245846791,0.0117509308541965,0.25245475091521,"ns"
"266","lm formula for season+site","k__Bacteria|p__Bacillota|c__Bacilli","siteEsteroZacatecas",NA,0.0220273415655162,0.0117509308541965,0.0748378721096838,"ns"
"267","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","Model","R2: 0.549738235659932; adjusted R2: 0.50685616286564",NA,NA,NA,NA
"268","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","season",NA,NA,NA,8.5904936265948e-05,"***"
"269","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","site",NA,NA,NA,0.158547370082914,"ns"
"270","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","Residuals",NA,NA,NA,NA,NA
"271","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","(Intercept)",NA,0.308536308346388,0.0163242513448724,1.15836769375371e-14,"***"
"272","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","seasonSeptember",NA,0.0913810350244524,0.0188496218165623,8.59049362659481e-05,"***"
"273","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales","siteEsteroZacatecas",NA,-0.0275580314859451,0.0188496218165623,0.158547370082914,"ns"
"274","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","Model","R2: 0.13042396684408; adjusted R2: 0.0476072017816112",NA,NA,NA,NA
"275","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","season",NA,NA,NA,0.17665691727437,"ns"
"276","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","site",NA,NA,NA,0.286737967013131,"ns"
"277","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","Residuals",NA,NA,NA,NA,NA
"278","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","(Intercept)",NA,0.374516514058747,0.0264987238475473,3.37053834825144e-12,"***"
"279","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","seasonSeptember",NA,-0.0427811920243702,0.030598090693126,0.17665691727437,"ns"
"280","lm formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales","siteEsteroZacatecas",NA,-0.0334462900526643,0.030598090693126,0.286737967013131,"ns"
"281","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","Model","R2: 0.721711560464213; adjusted R2: 0.695207899556043",NA,NA,NA,NA
"282","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","season",NA,NA,NA,4.932403681496e-07,"***"
"283","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","site",NA,NA,NA,0.0717637810856152,"ns"
"284","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","Residuals",NA,NA,NA,NA,NA
"285","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","(Intercept)",NA,0.337418336358937,0.0244691195379649,5.38767420375848e-12,"***"
"286","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","seasonSeptember",NA,-0.201510954384009,0.0282545055041543,4.93240368149601e-07,"***"
"287","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","siteEsteroZacatecas",NA,0.0535789140423804,0.0282545055041543,0.0717637810856152,"ns"
"288","lm formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","Model","R2: 0.646894797596777; adjusted R2: 0.613265730701232",NA,NA,NA,NA
"289","lm formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","season",NA,NA,NA,7.82139834477149e-06,"***"
"290","lm formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","site",NA,NA,NA,0.060454194937972,"ns"
"291","lm formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","Residuals",NA,NA,NA,NA,NA
"292","lm formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","(Intercept)",NA,0.186905887541351,0.0160818424446459,1.31056188036289e-10,"***"
"293","lm formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","seasonSeptember",NA,0.109128078656319,0.018569712128963,7.82139834477152e-06,"***"
"294","lm formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","siteEsteroZacatecas",NA,0.0368462825623005,0.018569712128963,0.060454194937972,"ns"
"295","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","Model","R2: 0.749966374648854; adjusted R2: 0.726153648424936",NA,NA,NA,NA
"296","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","season",NA,NA,NA,0.399140152538137,"ns"
"297","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","site",NA,NA,NA,1.0280065891339e-07,"***"
"298","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","Residuals",NA,NA,NA,NA,NA
"299","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","(Intercept)",NA,0.209169547577963,0.00982493975791355,1.07117029948431e-15,"***"
"300","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","seasonSeptember",NA,-0.00976418062699928,0.0113448632280065,0.399140152538138,"ns"
"301","lm formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","siteEsteroZacatecas",NA,0.0895079879243681,0.0113448632280065,1.0280065891339e-07,"***"
"302","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","Model","R2: 0.76439742702969; adjusted R2: 0.741959086746803",NA,NA,NA,NA
"303","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","season",NA,NA,NA,2.91414852127237e-07,"***"
"304","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","site",NA,NA,NA,0.00135093768037481,"**"
"305","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","Residuals",NA,NA,NA,NA,NA
"306","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","(Intercept)",NA,0.168242749567257,0.0226402421300857,2.63140801293018e-07,"***"
"307","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","seasonSeptember",NA,0.192989464382196,0.0261426997766466,2.91414852127238e-07,"***"
"308","lm formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","siteEsteroZacatecas",NA,-0.0965403511514027,0.0261426997766466,0.00135093768037481,"**"
"309","lm formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","Model","R2: 0.626903521772448; adjusted R2: 0.591370523846015",NA,NA,NA,NA
"310","lm formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","season",NA,NA,NA,0.530228027797317,"ns"
"311","lm formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","site",NA,NA,NA,7.31961902758909e-06,"***"
"312","lm formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","Residuals",NA,NA,NA,NA,NA
"313","lm formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","(Intercept)",NA,0.0990355066270729,0.033985057664652,0.00829554848799169,"**"
"314","lm formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","seasonSeptember",NA,-0.0250454771423337,0.0392425643822236,0.530228027797317,"ns"
"315","lm formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","siteEsteroZacatecas",NA,0.231758431961631,0.0392425643822236,7.31961902758911e-06,"***"
