"","February_ColaDeBallena","February_EsteroZacatecas","September_ColaDeBallena","September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena","February_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_EsteroZacatecas","September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena","February_ColaDeBallena-February_EsteroZacatecas-September_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas"
"k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae",0,0.0128205128205128,0,0,0,0.0170940170940171,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Calditrichota|c__Calditrichia|o__Calditrichales|f__Calditrichaceae",0,0,0,0,0,0.00854700854700855,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Beggiatoales|f__Leucotrichaceae",0,0,0,0,0,0.00854700854700855,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__HOC36|f__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Frankiales|f__Sporichthyaceae",0,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0,0
"k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Ardenticatenales|f__Ardenticatenaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidetes_VC2.1_Bac22|f__",0,0,0,0,0,0,0,0.00520833333333333,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Clostridia_vadinBB60_group|f__",0.0289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__KF-JG30-B3",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae",0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Frankiales|f__Geodermatophilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methyloligellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0.00490196078431373
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__",0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Chlorobiota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0.0147058823529412
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Flammeovirgaceae",0,0.0128205128205128,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__B2M28|f__",0.0144927536231884,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__KI89A_clade",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Iamiaceae",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Lutibaculaceae",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfatirhabdiaceae",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacterales|f__Halomicrobiaceae",0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__BD7-8|f__",0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Synechococcales|f__Cyanobiaceae",0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__RF39|f__",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Dadabacteria|c__Dadabacteriia|o__Dadabacteriales|f__",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Thioalkalispiraceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
